════════════════════════════════════════════════════════════════════════════════════════════════════
REPORTE DE MENSAJES - SID: 1769154040
════════════════════════════════════════════════════════════════════════════════════════════════════

📊 Resumen:
  • Total de mensajes: 197
  • Rango temporal: 2026-01-23 07:44:04.794 → 2026-01-23 10:53:22.610
  • Dispositivos únicos (SNU): 1

────────────────────────────────────────────────────────────────────────────────────────────────────

Timestamp                 | SNU                                      | TSP             | LOG   | DVS   | LID       
--------------------------+------------------------------------------+-----------------+-------+-------+-----------
2026-01-23 07:44:04.794   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154040      | 8     | 3     | 12        
2026-01-23 07:44:07.044   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154082      | 1     | 3     | 13        
2026-01-23 07:44:09.197   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154143      | 1     | 3     | 14        
2026-01-23 07:44:11.056   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154203      | 1     | 3     | 15        
2026-01-23 07:47:43.605   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154263      | 1     | 3     | 16        
2026-01-23 07:47:45.456   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154324      | 1     | 3     | 17        
2026-01-23 07:47:47.606   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154384      | 1     | 3     | 18        
2026-01-23 07:47:49.654   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154445      | 1     | 3     | 19        
2026-01-23 07:51:25.283   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154505      | 1     | 3     | 20        
2026-01-23 07:51:26.852   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154565      | 1     | 3     | 21        
2026-01-23 07:51:28.691   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154626      | 1     | 3     | 22        
2026-01-23 07:51:30.851   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154686      | 1     | 3     | 23        
2026-01-23 07:55:04.368   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154746      | 1     | 3     | 24        
2026-01-23 07:55:06.871   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154807      | 1     | 3     | 25        
2026-01-23 07:55:07.720   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154867      | 1     | 3     | 26        
2026-01-23 07:58:38.825   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154928      | 1     | 3     | 27        
2026-01-23 07:58:41.164   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769154988      | 1     | 3     | 28        
2026-01-23 07:58:43.065   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155048      | 1     | 3     | 29        
2026-01-23 07:58:45.145   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155109      | 1     | 3     | 30        
2026-01-23 08:02:16.311   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155169      | 1     | 3     | 31        
2026-01-23 08:02:18.670   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155229      | 1     | 3     | 32        
2026-01-23 08:02:20.409   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155290      | 1     | 3     | 33        
2026-01-23 08:05:52.558   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155350      | 1     | 3     | 34        
2026-01-23 08:05:54.798   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155411      | 1     | 3     | 35        
2026-01-23 08:05:56.756   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155471      | 1     | 3     | 36        
2026-01-23 08:05:58.906   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155531      | 1     | 3     | 37        
2026-01-23 08:09:29.842   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155592      | 1     | 3     | 38        
2026-01-23 08:09:31.890   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155652      | 1     | 3     | 39        
2026-01-23 08:09:33.991   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155712      | 1     | 3     | 40        
2026-01-23 08:09:36.134   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155773      | 1     | 3     | 41        
2026-01-23 08:13:07.994   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155833      | 1     | 3     | 42        
2026-01-23 08:13:09.898   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155857      | 13    | 3     | 43        
2026-01-23 08:13:11.989   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155894      | 1     | 3     | 44        
2026-01-23 08:13:14.298   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769155954      | 1     | 3     | 45        
2026-01-23 08:20:27.074   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769156014      | 1     | 3     | 46        
2026-01-23 08:20:28.990   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769156075      | 1     | 3     | 47        
2026-01-23 08:20:31.066   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769156135      | 1     | 3     | 48        
2026-01-23 08:20:33.146   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769156195      | 1     | 3     | 49        
2026-01-23 08:20:35.226   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769156256      | 1     | 3     | 50        
2026-01-23 08:20:37.484   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769156316      | 1     | 3     | 51        
2026-01-23 08:20:39.544   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769156377      | 1     | 3     | 52        
2026-01-23 08:20:41.551   | 019929bf-ee7e-7cbb-a224-5bf58e3e746b     | 1769156437      | 1     | 3     | 53        
