════════════════════════════════════════════════════════════════════════════════════════════════════
REPORTE DE MENSAJES - SID: 1769154039
════════════════════════════════════════════════════════════════════════════════════════════════════

📊 Resumen:
  • Total de mensajes: 229
  • Rango temporal: 2026-01-23 07:44:02.114 → 2026-01-23 11:22:44.101
  • Dispositivos únicos (SNU): 1

────────────────────────────────────────────────────────────────────────────────────────────────────

Timestamp                 | SNU                                      | TSP             | LOG   | DVS   | LID       
--------------------------+------------------------------------------+-----------------+-------+-------+-----------
2026-01-23 07:44:02.114   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154039      | 8     | 3     | 12        
2026-01-23 07:44:04.880   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154069      | 1     | 3     | 13        
2026-01-23 07:44:06.842   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154129      | 1     | 3     | 14        
2026-01-23 07:44:08.479   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154189      | 1     | 3     | 15        
2026-01-23 07:44:10.498   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154250      | 1     | 3     | 16        
2026-01-23 07:47:41.462   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154310      | 1     | 3     | 17        
2026-01-23 07:47:43.605   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154370      | 1     | 3     | 18        
2026-01-23 07:47:45.764   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154431      | 1     | 3     | 19        
2026-01-23 07:51:16.297   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154491      | 1     | 3     | 20        
2026-01-23 07:51:18.376   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154552      | 1     | 3     | 21        
2026-01-23 07:51:20.583   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154612      | 1     | 3     | 22        
2026-01-23 07:51:22.617   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154672      | 1     | 3     | 23        
2026-01-23 07:54:54.478   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154733      | 1     | 3     | 24        
2026-01-23 07:54:56.323   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154793      | 1     | 3     | 25        
2026-01-23 07:54:58.879   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154855      | 1     | 3     | 26        
2026-01-23 07:58:32.965   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154914      | 1     | 3     | 27        
2026-01-23 07:58:34.992   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769154974      | 1     | 3     | 28        
2026-01-23 07:58:37.188   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155035      | 1     | 3     | 29        
2026-01-23 07:58:39.338   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155095      | 1     | 3     | 30        
2026-01-23 08:02:10.393   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155155      | 1     | 3     | 31        
2026-01-23 08:02:12.831   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155216      | 1     | 3     | 32        
2026-01-23 08:02:14.982   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155276      | 1     | 3     | 33        
2026-01-23 08:05:44.057   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155336      | 1     | 3     | 34        
2026-01-23 08:05:46.208   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155397      | 1     | 3     | 35        
2026-01-23 08:05:48.254   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155457      | 1     | 3     | 36        
2026-01-23 08:05:50.332   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155518      | 1     | 3     | 37        
2026-01-23 08:09:20.946   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155578      | 1     | 3     | 38        
2026-01-23 08:09:23.110   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155638      | 1     | 3     | 39        
2026-01-23 08:09:25.250   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155699      | 1     | 3     | 40        
2026-01-23 08:09:27.334   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155759      | 1     | 3     | 41        
2026-01-23 08:12:59.241   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155819      | 1     | 3     | 42        
2026-01-23 08:13:01.292   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155874      | 13    | 3     | 43        
2026-01-23 08:13:03.343   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155880      | 1     | 3     | 44        
2026-01-23 08:13:05.590   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769155940      | 1     | 3     | 45        
2026-01-23 08:16:35.400   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156001      | 1     | 3     | 46        
2026-01-23 08:16:37.550   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156061      | 1     | 3     | 47        
2026-01-23 08:16:39.597   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156121      | 1     | 3     | 48        
2026-01-23 08:16:41.747   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156182      | 1     | 3     | 49        
2026-01-23 08:20:16.379   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156242      | 1     | 3     | 50        
2026-01-23 08:20:18.522   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156302      | 1     | 3     | 51        
2026-01-23 08:20:20.581   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156363      | 1     | 3     | 52        
2026-01-23 08:23:52.020   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156423      | 1     | 3     | 53        
2026-01-23 08:23:54.170   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156484      | 1     | 3     | 54        
2026-01-23 08:23:56.218   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156544      | 1     | 3     | 55        
2026-01-23 08:23:58.265   | 019929bf-ee7e-72d6-9913-f20afea47062     | 1769156604      | 1     | 3     | 56        
